ID,Education,Marital_Status,Age,Age_Group,Income,Income_Group,Response,Total_Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
7381,Graduation,Divorced,57,46-60,75693.0,High,1,1442,797,153,293,72,97,30
4099,Graduation,Married,53,46-60,30675.0,Mid,0,62,10,2,16,11,2,21
9560,Graduation,Together,60,46-60,83003.0,High,1,1674,856,61,570,40,25,122
1150,PhD,Together,126,,83532.0,High,0,1853,755,144,562,104,64,224
10172,Graduation,Single,37,31-45,68655.0,High,0,1538,456,19,832,75,118,38
11191,Graduation,Divorced,39,31-45,41411.0,Mid,0,139,37,32,38,11,3,18
9707,PhD,Married,56,46-60,55212.0,Mid,0,1182,1103,0,45,0,0,34
6245,PhD,Together,75,61-80,59292.0,Mid,0,507,378,14,68,19,14,14
8234,Basic,Together,52,46-60,27190.0,Low,1,18,1,6,7,0,1,3
1411,Graduation,Divorced,73,61-80,82623.0,High,0,940,204,34,204,172,153,173
8553,Graduation,Married,60,46-60,44300.0,Mid,0,42,30,0,9,0,0,3
1826,Graduation,Divorced,55,46-60,84835.0,High,1,1190,189,104,379,111,189,218
8842,Graduation,Widow,54,46-60,30372.0,Mid,0,44,15,0,12,7,3,7
11030,Master,Married,49,46-60,33181.0,Mid,0,16,9,0,3,0,0,4
2579,Graduation,Married,68,61-80,71113.0,High,0,835,495,33,255,11,33,8
175,Graduation,Married,39,31-45,71952.0,High,0,1443,656,80,455,52,107,93
9185,PhD,Single,59,46-60,69759.0,High,1,1029,452,20,514,13,30,0
11056,Graduation,Married,51,46-60,72099.0,High,0,1188,546,91,410,119,0,22
9365,PhD,Single,49,46-60,60000.0,Mid,0,1277,1048,0,217,0,0,12
6201,Graduation,Single,47,46-60,38643.0,Mid,0,49,22,2,14,0,1,10
2061,Graduation,Married,70,61-80,50737.0,Mid,0,99,78,0,11,0,0,10
6184,PhD,Married,56,46-60,68462.0,High,0,1670,561,64,785,84,128,48
6142,Master,Married,82,,65073.0,High,0,900,629,17,177,69,0,8
4107,PhD,Together,77,61-80,46681.0,Mid,0,425,269,15,69,15,19,38
7274,Graduation,Married,68,61-80,78618.0,High,0,2153,736,163,818,212,163,61
9336,PhD,Widow,56,46-60,62187.0,High,0,636,512,0,83,0,0,41
2958,Graduation,Married,47,46-60,28442.0,Low,0,57,19,3,10,11,8,6
933,PhD,Married,47,46-60,37717.0,Mid,0,25,9,0,6,4,1,5
5837,Graduation,Married,58,46-60,51479.0,Mid,0,494,247,8,160,6,8,65
10704,Graduation,Single,56,46-60,54803.0,Mid,0,693,404,0,92,28,27,142
5125,Graduation,Married,65,61-80,79530.0,High,0,1348,333,0,815,129,42,29
4432,Graduation,Divorced,49,46-60,31615.0,Mid,0,51,2,3,20,6,11,9
5955,Graduation,Together,63,61-80,72025.0,High,0,1932,833,33,549,151,133,233
2928,PhD,Single,50,46-60,52614.0,Mid,0,990,789,0,142,12,9,38
5680,2n Cycle,Married,41,31-45,35684.0,Mid,0,30,10,4,7,0,6,3
10313,Graduation,Married,50,46-60,48178.0,Mid,0,254,159,4,45,6,2,38
2557,Master,Single,55,46-60,29548.0,Low,0,29,7,1,6,3,1,11
1245,Graduation,Single,59,46-60,63810.0,High,0,1371,977,12,253,16,12,101
1519,PhD,Single,53,46-60,38578.0,Mid,1,73,38,4,22,3,3,3
10703,Master,Single,50,46-60,46098.0,Mid,0,120,57,0,27,0,0,36
1726,Graduation,Single,55,46-60,22585.0,Low,1,81,3,9,15,13,2,39
4459,Graduation,Single,36,31-45,30279.0,Mid,0,37,10,4,14,4,4,1
1729,PhD,Together,64,61-80,66426.0,High,0,1377,1043,24,97,32,24,157
1517,Graduation,Single,56,46-60,30822.0,Mid,0,51,3,9,13,2,12,12
2098,PhD,Married,56,46-60,33581.0,Mid,0,17,11,0,5,0,0,1
9543,Graduation,Married,40,31-45,19986.0,Low,0,22,3,6,5,0,2,6
6878,Graduation,Widow,71,61-80,27421.0,Low,0,324,43,12,96,78,40,55
3310,2n Cycle,Married,52,46-60,35688.0,Mid,0,211,73,3,90,12,1,32
2724,Master,Single,44,31-45,36143.0,Mid,0,19,12,0,1,0,0,6
948,Graduation,Single,54,46-60,10245.0,Low,0,41,4,7,7,6,4,13
6720,Master,Together,57,46-60,43795.0,Mid,1,492,314,11,53,4,3,107
6202,Graduation,Together,65,61-80,63381.0,High,0,1005,571,50,142,33,50,159
2066,Graduation,Together,76,61-80,38823.0,Mid,0,114,70,0,11,2,8,23
9799,PhD,Divorced,57,46-60,83664.0,High,0,1173,866,21,151,28,21,86
8318,Graduation,Together,46,46-60,90300.0,Very High,0,1738,594,134,786,33,134,57
5642,Master,Together,46,46-60,62499.0,High,0,222,140,4,61,0,13,4
2669,Graduation,Single,32,31-45,74293.0,High,0,1127,375,152,335,93,91,81
455,PhD,Married,79,61-80,51012.0,Mid,0,209,102,9,63,2,9,24
7683,Master,Married,57,46-60,70777.0,High,0,787,554,35,113,0,7,78
3428,PhD,Together,34,31-45,68682.0,High,0,1598,919,0,505,99,30,45
7414,Graduation,Married,54,46-60,43824.0,Mid,0,186,96,1,42,12,3,32
6354,Graduation,Together,41,31-45,15345.0,Low,1,47,5,2,16,3,2,19
798,Graduation,Single,38,31-45,23442.0,Low,0,27,2,0,6,8,6,5
8213,2n Cycle,Together,45,31-45,14515.0,Low,1,96,6,4,9,6,36,35
2488,2n Cycle,Divorced,69,61-80,31395.0,Mid,0,64,23,1,25,0,8,7
9999,Graduation,Together,60,46-60,75276.0,High,0,1040,610,105,125,137,42,21
7617,Graduation,Single,51,46-60,42373.0,Mid,0,163,67,5,61,3,8,19
615,Graduation,Together,65,61-80,30507.0,Mid,0,343,65,36,74,38,20,110
2552,PhD,Single,70,61-80,55521.0,Mid,1,446,416,0,26,0,0,4
194,Graduation,Married,60,46-60,48006.0,Mid,0,41,23,0,11,3,2,2
3645,PhD,Single,53,46-60,27213.0,Low,1,70,19,3,26,10,9,3
8890,PhD,Divorced,54,46-60,65808.0,High,0,272,155,7,80,13,7,10
5049,PhD,Together,51,46-60,30351.0,Mid,0,46,14,0,24,3,3,2
9973,Graduation,Married,62,61-80,50437.0,Mid,0,490,370,9,92,6,9,4
7301,2n Cycle,Single,43,31-45,23616.0,Low,1,79,4,22,11,3,7,32
10882,Graduation,Married,49,46-60,53858.0,Mid,0,915,407,53,221,58,150,26
7030,PhD,Married,70,61-80,66465.0,High,0,1485,1200,0,204,38,29,14
7422,Graduation,Single,38,31-45,46923.0,Mid,0,369,85,44,54,102,78,6
3523,Graduation,Together,63,61-80,75072.0,High,0,1073,583,34,309,0,22,125
7106,PhD,Married,82,,75865.0,High,0,1242,483,0,591,156,0,12
6504,2n Cycle,Together,50,46-60,19789.0,Low,0,78,2,5,9,28,6,28
5067,Graduation,Together,31,31-45,80134.0,High,0,1378,966,26,282,52,26,26
4216,Graduation,Single,44,31-45,91065.0,Very High,1,1474,822,114,108,179,137,114
8581,Master,Married,54,46-60,49505.0,Mid,0,751,604,0,100,19,0,28
5929,PhD,Married,52,46-60,37401.0,Mid,0,48,19,3,19,3,1,3
3129,Graduation,Married,42,31-45,30096.0,Mid,0,45,5,3,11,12,5,9
6528,Master,Together,43,31-45,18492.0,Low,0,10,2,2,2,2,1,1
1361,Master,Married,51,46-60,82584.0,High,1,1435,1076,68,103,29,91,68
6932,PhD,Married,84,,93027.0,Very High,0,2119,1285,42,716,55,0,21
7284,Graduation,Married,72,61-80,48686.0,Mid,0,20,10,0,7,2,0,1
1340,Graduation,Married,39,31-45,92910.0,Very High,0,1795,551,137,792,179,103,33
8746,Graduation,Married,36,31-45,75433.0,High,0,1188,800,0,297,0,34,57
5987,2n Cycle,Together,36,31-45,10404.0,Low,0,43,2,2,11,10,6,12
3767,Graduation,Married,57,46-60,61314.0,High,0,1008,378,0,189,97,172,172
3725,PhD,Single,64,61-80,84865.0,High,1,1688,1248,16,349,43,16,16
4324,Graduation,Married,36,31-45,42387.0,Mid,0,684,235,0,235,19,4,191
238,2n Cycle,Together,58,46-60,67309.0,High,0,1082,515,47,181,149,95,95
6694,Graduation,Married,61,61-80,75236.0,High,0,1068,438,66,400,12,38,114
498,Graduation,Single,55,46-60,30015.0,Mid,0,57,25,0,22,2,3,5
9347,Master,Together,69,61-80,50943.0,Mid,0,46,31,0,7,2,0,6
9699,Graduation,Divorced,59,46-60,67272.0,High,0,733,357,35,271,28,28,14
10664,Master,Widow,76,61-80,51529.0,Mid,0,467,400,4,35,6,0,22
5455,PhD,Married,54,46-60,32011.0,Mid,0,122,99,0,15,2,1,5
456,2n Cycle,Married,39,31-45,7500.0,Low,0,36,1,11,5,4,6,9
5012,Graduation,Married,36,31-45,28691.0,Low,0,34,5,4,13,8,0,4
7495,PhD,Married,77,61-80,56223.0,Mid,0,156,77,28,31,16,0,4
5029,Graduation,Married,79,61-80,18100.0,Low,0,14,3,1,2,4,3,1
10642,Graduation,Single,36,31-45,30279.0,Mid,0,37,10,4,14,4,4,1
2106,2n Cycle,Married,51,46-60,20130.0,Low,0,34,0,6,3,7,6,12
10364,Graduation,Divorced,66,61-80,23295.0,Low,0,20,0,0,1,2,12,5
5954,Master,Divorced,53,46-60,42618.0,Mid,0,192,76,14,74,13,5,10
1137,Graduation,Single,61,61-80,81246.0,High,0,1379,398,190,537,61,156,37
2541,Graduation,Married,49,46-60,24027.0,Low,0,48,14,7,11,11,0,5
1142,PhD,Married,72,61-80,55707.0,Mid,0,428,208,7,82,30,66,35
2276,Graduation,Single,70,61-80,57959.0,Mid,0,868,430,16,322,43,24,33
2807,Graduation,Married,56,46-60,56796.0,Mid,0,1001,656,38,161,62,47,37
6471,Master,Single,54,46-60,36230.0,Mid,0,59,14,2,30,8,2,3
6131,2n Cycle,Married,45,31-45,70829.0,High,0,431,141,70,106,72,19,23
6233,Graduation,Married,49,46-60,65991.0,High,0,971,507,19,364,25,47,9
4148,Graduation,Married,53,46-60,38988.0,Mid,0,348,164,24,103,12,3,42
4947,2n Cycle,Single,59,46-60,89572.0,High,1,2059,606,24,974,197,194,64
3225,Master,Married,41,31-45,42207.0,Mid,1,265,116,11,72,3,17,46
7540,Graduation,Married,73,61-80,50300.0,Mid,0,270,143,15,60,24,23,5
10648,2n Cycle,Together,43,31-45,66664.0,High,0,1289,398,96,447,220,96,32
1992,Graduation,Married,61,61-80,60597.0,High,1,893,522,0,257,32,16,66
7851,Graduation,Widow,76,61-80,70165.0,High,0,926,161,0,253,199,191,122
8594,PhD,Widow,67,61-80,50520.0,Mid,0,135,112,0,6,2,1,14
7059,Graduation,Married,62,61-80,80124.0,High,0,1495,483,84,398,205,84,241
2815,Graduation,Married,50,46-60,33183.0,Mid,0,120,7,5,39,17,15,37
2416,PhD,Single,56,46-60,66582.0,High,0,1288,789,25,420,16,38,0
7999,PhD,Together,70,61-80,75261.0,High,1,1743,1239,17,413,23,34,17
9213,Graduation,Widow,55,46-60,31880.0,Mid,0,15,4,1,5,2,0,3
9697,Graduation,Married,74,61-80,53790.0,Mid,0,542,335,42,127,28,5,5
3916,PhD,Together,54,46-60,49269.0,Mid,0,890,639,8,166,11,8,58
2021,Graduation,Married,50,46-60,61456.0,High,0,1388,563,76,384,84,192,89
1581,Graduation,Married,45,31-45,37406.0,Mid,1,17,2,0,8,2,2,3
564,PhD,Together,44,31-45,56937.0,Mid,1,906,746,8,125,11,8,8
6619,Graduation,Married,47,46-60,38415.0,Mid,0,44,22,1,13,4,0,4
9081,Graduation,Single,37,31-45,20518.0,Low,0,25,4,1,6,4,1,9
178,Graduation,Married,69,61-80,62503.0,High,0,973,478,0,193,110,75,117
916,PhD,Single,53,46-60,41644.0,Mid,0,31,20,3,4,2,0,2
5512,Master,Married,48,46-60,55842.0,Mid,0,518,451,0,39,0,4,24
8970,PhD,Married,53,46-60,62010.0,High,0,530,371,22,39,6,0,92
10581,Graduation,Married,48,46-60,41124.0,Mid,0,506,281,7,84,15,0,119
5300,Master,Married,52,46-60,38961.0,Mid,0,70,19,7,19,0,1,24
5154,Master,Divorced,53,46-60,37760.0,Mid,0,54,26,3,13,2,10,0
8346,Graduation,Single,51,46-60,32233.0,Mid,1,296,138,15,35,25,11,72
1676,Graduation,Married,50,46-60,43057.0,Mid,0,266,213,2,44,0,2,5
9286,Master,Together,65,61-80,83151.0,High,0,747,407,28,100,120,74,18
2426,PhD,Divorced,61,61-80,78825.0,High,1,895,483,74,114,169,37,18
5172,Master,Together,49,46-60,65104.0,High,0,1053,738,0,232,13,20,50
5562,Graduation,Married,51,46-60,60093.0,High,0,735,502,12,109,16,6,90
3436,Graduation,Married,56,46-60,14045.0,Low,0,20,11,0,5,2,1,1
3921,2n Cycle,Widow,73,61-80,28457.0,Low,0,205,24,1,108,29,29,14
3403,PhD,Together,67,61-80,78952.0,High,0,2092,1170,19,594,99,76,134
22,Graduation,Divorced,49,46-60,46310.0,Mid,0,309,185,2,88,15,5,14
10965,Graduation,Together,70,61-80,76005.0,High,0,1722,983,20,389,240,50,40
9426,Master,Single,61,61-80,58308.0,Mid,0,900,691,0,69,10,0,130
6605,PhD,Divorced,81,,55614.0,Mid,0,682,504,13,131,8,0,26
3136,Master,Divorced,63,61-80,59432.0,Mid,0,663,317,25,265,25,19,12
8737,Graduation,Divorced,47,46-60,55563.0,Mid,0,43,29,1,9,2,0,2
11088,PhD,Together,54,46-60,78642.0,High,0,1816,1396,0,322,46,35,17
716,PhD,Together,76,61-80,67911.0,High,0,976,529,0,356,63,28,0
466,Graduation,Married,81,,65275.0,High,0,746,388,14,218,91,14,21
9135,Graduation,Together,75,61-80,27203.0,Low,0,64,13,2,21,4,0,24
10623,Master,Together,64,61-80,48330.0,Mid,0,32,28,0,4,0,0,0
8151,Basic,Married,35,31-45,24279.0,Low,0,263,16,36,21,20,62,108
5140,PhD,Married,40,31-45,64355.0,High,0,1445,1047,0,140,67,38,153
10160,Master,Together,69,61-80,50943.0,Mid,0,46,31,0,7,2,0,6
4945,Graduation,Widow,72,61-80,53653.0,Mid,0,1210,815,10,239,28,10,108
10584,Graduation,Married,49,46-60,65665.0,High,0,945,225,162,387,106,36,29
6071,Graduation,Single,36,31-45,81217.0,High,0,1157,493,70,324,146,40,84
3386,Graduation,Married,33,31-45,34935.0,Mid,0,137,34,4,66,3,10,20
8939,Graduation,Divorced,66,61-80,61250.0,High,0,730,382,138,65,60,26,59
9925,PhD,Together,44,31-45,39665.0,Mid,0,216,127,1,56,0,1,31
4320,Graduation,Single,46,46-60,60152.0,High,0,943,325,83,300,86,58,91
5389,Graduation,Married,61,61-80,48920.0,Mid,0,347,238,17,68,8,10,6
6036,Master,Together,66,61-80,89120.0,High,0,1924,1168,92,408,72,129,55
182,PhD,Together,79,61-80,44124.0,Mid,0,397,284,0,55,0,6,52
203,Master,Single,50,46-60,81169.0,High,0,2089,1288,20,613,80,61,27
11025,Graduation,Married,64,61-80,36443.0,Mid,0,138,65,0,46,4,3,20
10203,Graduation,Single,35,31-45,26095.0,Low,0,42,11,7,9,3,1,11
4607,Graduation,Together,66,61-80,71367.0,High,0,777,227,23,389,42,21,75
3711,Master,Married,81,,80184.0,High,0,1902,1035,134,670,25,38,0
3696,Graduation,Divorced,60,46-60,30630.0,Mid,0,52,27,1,12,2,0,10
2532,Master,Single,38,31-45,73454.0,High,0,1651,982,73,351,56,14,175
9214,Graduation,Married,34,31-45,42691.0,Mid,0,358,179,2,64,38,17,58
4943,Graduation,Married,72,61-80,70503.0,High,0,1727,1379,33,216,0,33,66
35,Graduation,Married,38,31-45,25545.0,Low,1,210,32,1,64,16,12,85
2258,Graduation,Married,39,31-45,32880.0,Mid,0,42,8,4,15,7,6,2
4322,PhD,Together,67,61-80,77863.0,High,0,1291,881,38,319,16,25,12
713,Master,Married,48,46-60,50353.0,Mid,0,442,141,15,153,67,31,35
4702,Graduation,Single,61,61-80,61839.0,High,0,1895,1000,155,379,224,17,120
3281,PhD,Married,65,61-80,49154.0,Mid,0,411,206,10,67,30,27,71
702,2n Cycle,Widow,50,46-60,47682.0,Mid,0,521,162,61,83,97,57,61
2004,Graduation,Single,56,46-60,72679.0,High,0,1168,619,54,260,127,54,54
4769,Master,Together,48,46-60,57954.0,Mid,0,493,456,4,24,0,0,9
4437,Graduation,Married,63,61-80,65316.0,High,0,260,112,6,92,3,9,38
8724,Graduation,Single,43,31-45,28567.0,Low,0,46,11,3,22,2,2,6
10741,Master,Together,74,61-80,47352.0,Mid,0,319,172,12,112,8,0,15
1991,Graduation,Together,58,46-60,44931.0,Mid,0,96,78,0,11,0,0,7
6931,Graduation,Divorced,58,46-60,76982.0,High,1,1062,464,151,292,65,60,30
11096,2n Cycle,Together,73,61-80,57247.0,Mid,0,232,99,4,32,37,54,6
304,Master,Single,44,31-45,22944.0,Low,0,76,19,3,19,4,5,26
3665,2n Cycle,Together,48,46-60,25315.0,Low,0,54,1,9,8,11,3,22
10591,Graduation,Widow,56,46-60,43638.0,Mid,0,201,63,10,83,7,19,19
5036,PhD,Single,41,31-45,42710.0,Mid,0,406,252,3,42,4,3,102
5547,PhD,Married,43,31-45,84169.0,High,1,1919,1478,19,403,0,19,0
7822,Graduation,Together,49,46-60,54058.0,Mid,0,662,198,18,252,32,108,54
8541,2n Cycle,Married,35,31-45,24683.0,Low,0,41,8,4,10,6,7,6
10955,Graduation,Widow,61,61-80,85620.0,High,1,1600,416,46,925,60,107,46
4368,Graduation,Married,45,31-45,47850.0,Mid,0,134,42,7,43,20,12,10
9671,Graduation,Married,57,46-60,19514.0,Low,1,69,14,3,21,2,1,28
2256,Master,Married,52,46-60,27159.0,Low,0,21,17,0,3,0,0,1
4279,2n Cycle,Single,62,61-80,39548.0,Mid,0,54,15,4,10,3,4,18
5371,Graduation,Single,36,31-45,21474.0,Low,1,91,6,16,24,11,0,34
9240,PhD,Single,54,46-60,60504.0,High,0,526,458,0,24,6,4,34
9460,Graduation,Married,62,61-80,22419.0,Low,0,162,30,3,47,19,21,42
9504,Master,Married,76,61-80,81698.0,High,1,1008,179,28,520,111,123,47
8692,Graduation,Together,73,61-80,43462.0,Mid,0,240,90,17,97,15,6,15
448,PhD,Single,47,46-60,54880.0,Mid,0,795,308,85,137,102,45,118
8314,Graduation,Married,43,31-45,79908.0,High,0,1772,557,129,761,29,185,111
8420,2n Cycle,Married,55,46-60,15315.0,Low,0,64,7,4,13,15,8,17
3174,Graduation,Together,66,61-80,87771.0,High,1,1957,1492,38,287,50,57,33
7685,Graduation,Married,47,46-60,33039.0,Mid,0,78,30,8,12,8,8,12
3179,Graduation,Single,45,31-45,81741.0,High,0,1572,249,153,940,58,134,38
9780,Master,Together,54,46-60,71499.0,High,0,795,465,25,132,136,0,37
10681,2n Cycle,Married,55,46-60,62466.0,High,0,889,129,129,259,168,121,83
10232,PhD,Divorced,62,61-80,48799.0,Mid,0,331,174,18,81,28,6,24
4184,PhD,Together,75,61-80,52157.0,Mid,0,265,189,2,29,3,2,40
9120,Graduation,Single,63,61-80,66565.0,High,0,1065,747,10,161,65,40,42
891,Master,Together,74,61-80,29298.0,Low,0,11,6,0,2,2,0,1
10381,Graduation,Single,46,46-60,47691.0,Mid,0,21,14,0,3,0,0,4
3525,Graduation,Together,55,46-60,38200.0,Mid,0,17,12,0,4,0,0,1
6818,Graduation,Married,51,46-60,44989.0,Mid,0,369,98,0,106,49,10,106
3526,PhD,Married,57,46-60,38443.0,Mid,0,38,32,0,5,0,0,1
8181,2n Cycle,Single,47,46-60,38593.0,Mid,0,177,51,12,49,17,24,24
1029,PhD,Together,55,46-60,64413.0,High,0,279,200,5,44,0,10,20
7369,Master,Married,44,31-45,36959.0,Mid,0,62,25,6,25,6,0,0
2574,PhD,Married,48,46-60,61996.0,High,1,1230,1050,12,144,0,0,24
8159,Graduation,Married,57,46-60,51287.0,Mid,0,182,117,0,22,13,0,30
1160,Graduation,Married,55,46-60,13260.0,Low,0,49,9,4,17,10,2,7
10242,PhD,Together,59,46-60,47472.0,Mid,0,75,56,0,11,0,0,8
5253,Master,Together,69,61-80,54603.0,Mid,0,227,145,13,46,17,2,4
5966,PhD,Married,51,46-60,45207.0,Mid,0,215,203,0,10,0,0,2
5314,Graduation,Together,74,61-80,40689.0,Mid,0,444,270,3,27,39,6,99
5081,2n Cycle,Together,58,46-60,47821.0,Mid,0,47,9,0,16,6,6,10
5123,Master,Married,74,61-80,27450.0,Low,0,143,37,12,23,8,11,52
5756,Graduation,Together,42,31-45,39453.0,Mid,0,55,46,0,7,0,0,2
8036,2n Cycle,Together,54,46-60,26850.0,Low,0,63,31,1,13,7,2,9
9058,Graduation,Widow,70,61-80,79800.0,High,1,1867,1060,21,530,32,0,224
5057,Master,Married,64,61-80,61794.0,High,0,611,264,47,188,54,47,11
254,Graduation,Together,70,61-80,53863.0,Mid,0,473,399,4,30,6,4,30
4179,Graduation,Together,66,61-80,24221.0,Low,0,55,8,9,9,2,5,22
3710,PhD,Single,41,31-45,39684.0,Mid,1,81,19,0,35,6,4,17
7627,Master,Married,50,46-60,92163.0,Very High,1,2086,817,183,797,106,163,20
4501,Master,Single,60,46-60,69882.0,High,0,1478,292,127,635,132,127,165
6424,Graduation,Together,48,46-60,33178.0,Mid,0,49,12,6,2,11,2,16
3075,PhD,Married,53,46-60,59973.0,Mid,0,382,130,30,168,20,34,0
4992,Master,Together,50,46-60,17459.0,Low,1,69,6,4,16,3,10,30
5252,Graduation,Divorced,56,46-60,23910.0,Low,0,67,16,12,18,7,1,13
7444,Master,Married,56,46-60,42169.0,Mid,0,30,19,0,9,0,0,2
6919,2n Cycle,Married,47,46-60,26224.0,Low,0,63,4,7,15,13,9,15
3537,Graduation,Together,44,31-45,31089.0,Mid,0,79,31,3,31,2,8,4
10277,Graduation,Single,64,61-80,30081.0,Mid,0,42,36,0,2,0,0,4
2453,Graduation,Together,65,61-80,62807.0,High,0,819,526,28,135,10,21,99
7972,Graduation,Single,70,61-80,72906.0,High,0,1151,400,32,519,71,75,54
895,PhD,Married,77,61-80,61467.0,High,0,594,410,16,114,0,5,49
1177,Master,Together,59,46-60,49618.0,Mid,0,129,80,3,26,4,2,14
7141,Master,Single,39,31-45,21888.0,Low,1,213,88,10,46,2,3,64
7232,Graduation,Widow,52,46-60,42429.0,Mid,0,67,55,0,6,2,0,4
8477,Graduation,Divorced,69,61-80,26150.0,Low,0,28,5,1,13,3,5,1
2457,Basic,Married,50,46-60,30801.0,Mid,0,45,8,4,5,15,2,11
988,Graduation,Married,60,46-60,81168.0,High,0,1193,410,0,592,147,22,22
7930,Master,Single,56,46-60,26877.0,Low,0,268,101,13,76,20,18,40
4587,Master,Widow,81,,45006.0,Mid,0,266,162,25,53,16,0,10
6682,Basic,Married,52,46-60,18978.0,Low,0,37,2,8,1,4,7,15
6222,Graduation,Married,58,46-60,22574.0,Low,0,37,25,0,8,2,0,2
10299,PhD,Single,56,46-60,48240.0,Mid,1,882,389,91,248,64,49,41
3083,Graduation,Married,51,46-60,45837.0,Mid,0,373,215,13,87,17,17,24
8953,Master,Single,60,46-60,35791.0,Mid,0,35,27,0,5,0,0,3
1503,PhD,Together,49,46-60,162397.0,Very High,0,107,85,1,16,2,1,2
8650,Graduation,Widow,47,46-60,54162.0,Mid,0,42,5,6,10,6,5,10
10862,Master,Married,65,61-80,30522.0,Mid,0,326,179,8,83,19,11,26
2782,PhD,Married,64,61-80,54456.0,Mid,0,404,352,0,27,10,0,15
6941,Graduation,Single,54,46-60,31632.0,Mid,0,95,17,8,12,11,15,32
10972,Graduation,Widow,76,61-80,72298.0,High,0,939,625,35,169,58,17,35
10708,2n Cycle,Single,47,46-60,36975.0,Mid,0,33,10,6,11,0,4,2
6583,2n Cycle,Married,70,61-80,72635.0,High,0,981,390,22,323,104,35,107
3641,Graduation,Married,49,46-60,13624.0,Low,0,36,10,2,15,2,1,6
10156,Graduation,Single,50,46-60,84196.0,High,0,1237,215,63,507,231,31,190
4299,Graduation,Together,65,61-80,70971.0,High,1,1825,1001,17,572,93,125,17
3469,PhD,Divorced,48,46-60,34487.0,Mid,0,103,19,18,33,24,1,8
5063,Graduation,Single,48,46-60,28769.0,Low,0,191,41,5,129,10,3,3
10727,PhD,Married,55,46-60,69084.0,High,0,1586,1181,107,199,39,30,30
9624,PhD,Together,67,61-80,65488.0,High,0,963,603,45,207,36,18,54
5156,2n Cycle,Married,55,46-60,62466.0,High,0,889,129,129,259,168,121,83
4376,2n Cycle,Single,65,61-80,32218.0,Mid,1,93,10,24,15,13,1,30
8923,Graduation,Single,52,46-60,83917.0,High,1,1587,514,22,732,42,198,79
8461,Graduation,Divorced,63,61-80,46102.0,Mid,0,16,14,0,1,0,0,1
6945,Graduation,Single,73,61-80,84574.0,High,0,1375,387,20,713,38,54,163
944,Graduation,Married,63,61-80,56181.0,Mid,0,393,121,103,69,8,44,48
1907,Master,Divorced,75,61-80,63120.0,High,1,1477,965,69,279,54,41,69
701,Graduation,Married,54,46-60,73691.0,High,0,1179,707,21,250,85,43,73
3856,Graduation,Together,65,61-80,63381.0,High,0,1005,571,50,142,33,50,159
4149,PhD,Together,77,61-80,76140.0,High,0,1348,586,66,653,17,0,26
2131,PhD,Divorced,66,61-80,62859.0,High,0,1307,1063,89,102,16,12,25
2942,Graduation,Single,61,61-80,45906.0,Mid,0,486,305,3,27,4,3,144
1173,Master,Together,78,61-80,77632.0,High,1,2252,1200,105,758,0,42,147
4381,PhD,Married,54,46-60,46463.0,Mid,0,235,163,2,40,8,11,11
4611,Graduation,Together,55,46-60,105471.0,Very High,1,1724,1009,181,104,202,21,207
3376,Master,Divorced,55,46-60,55282.0,Mid,0,235,125,6,73,8,4,19
4679,Master,Married,48,46-60,78710.0,High,0,1092,721,0,152,119,50,50
10928,Graduation,Together,67,61-80,66886.0,High,0,599,315,4,62,41,31,146
4248,Master,Single,65,61-80,98777.0,Very High,0,2008,1000,19,711,125,115,38
6728,Graduation,Together,40,31-45,29103.0,Low,0,48,16,0,17,6,3,6
6661,Graduation,Married,51,46-60,67445.0,High,0,1174,757,80,217,29,80,11
4725,PhD,Together,75,61-80,50616.0,Mid,0,67,30,2,25,0,1,9
3277,Graduation,Divorced,70,61-80,49431.0,Mid,0,365,219,3,100,26,0,17
5555,Graduation,Divorced,50,46-60,153924.0,Very High,0,6,1,1,1,1,1,1
2564,Graduation,Together,72,61-80,61278.0,High,0,165,111,3,28,2,6,15
946,2n Cycle,Together,67,61-80,26490.0,Low,0,210,45,47,52,21,20,25
3867,PhD,Together,78,61-80,73059.0,High,0,1095,410,112,420,0,82,71
6940,PhD,Single,59,46-60,46734.0,Mid,0,223,100,1,39,6,1,76
55,Graduation,Together,62,61-80,56253.0,Mid,0,597,509,0,65,7,11,5
7093,Graduation,Married,40,31-45,19986.0,Low,0,22,3,6,5,0,2,6
5084,Graduation,Widow,50,46-60,58330.0,Mid,0,1064,445,53,213,104,98,151
1777,Basic,Married,45,31-45,25965.0,Low,0,74,2,2,11,41,7,11
8162,Master,Together,69,61-80,14661.0,Low,0,26,4,1,11,6,2,2
10826,Graduation,Married,66,61-80,18690.0,Low,0,60,6,1,7,23,4,19
8754,PhD,Together,51,46-60,45068.0,Mid,0,20,14,0,3,0,0,3
1987,Basic,Single,38,31-45,21063.0,Low,0,59,1,10,11,19,3,15
11007,PhD,Married,57,46-60,29187.0,Low,0,34,26,0,6,0,0,2
7426,2n Cycle,Married,54,46-60,54690.0,Mid,0,198,111,16,37,7,9,18
9153,PhD,Married,61,61-80,59304.0,Mid,0,1048,418,61,428,80,51,10
10379,Master,Single,63,61-80,59247.0,Mid,0,574,327,9,122,19,14,83
9204,Graduation,Widow,55,46-60,66731.0,High,0,1029,371,159,194,58,106,141
3197,Graduation,Married,45,31-45,77353.0,High,0,670,275,59,107,69,101,59
